"","Gene","logFC","pvalues"
"ENSG00000121570","ENSG00000121570",NA,0.380003051890867
"ENSG00000079101","ENSG00000079101",NA,0.327115719459895
"ENSG00000157330","ENSG00000157330",NA,0.33281220861544
"ENSG00000211625","ENSG00000211625",NA,0.393709019336762
"ENSG00000118271","ENSG00000118271",NA,0.373675014271927
"ENSG00000276566","ENSG00000276566",NA,0.31985379175467
"ENSG00000163331","ENSG00000163331",NA,0.39697467908167
"ENSG00000223485","ENSG00000223485",NA,0.369948320436209
"ENSG00000213058","ENSG00000213058",NA,0.195960220020445
"ENSG00000108700","ENSG00000108700",NA,0.152515136939408
"ENSG00000287064","ENSG00000287064",NA,0.347267673471517
"ENSG00000211959","ENSG00000211959",NA,0.430233192085606
"ENSG00000178776","ENSG00000178776",NA,0.362104062450563
"ENSG00000287560","ENSG00000287560",NA,0.182557511982511
"ENSG00000211947","ENSG00000211947",NA,0.479282502964157
"ENSG00000211942","ENSG00000211942",NA,0.348065806270613
"ENSG00000006453","ENSG00000006453",NA,0.393036478657197
"ENSG00000046774","ENSG00000046774",NA,0.340984345775949
"ENSG00000187980","ENSG00000187980",NA,0.368154981231772
"ENSG00000233098","ENSG00000233098",NA,0.298350729002765
"ENSG00000228742","ENSG00000228742",NA,0.348368915285424
"ENSG00000185686","ENSG00000185686",NA,0.373895407688733
"ENSG00000172724","ENSG00000172724",NA,0.340601572421444
"ENSG00000110680","ENSG00000110680",NA,0.380942610381857
"ENSG00000211640","ENSG00000211640",NA,0.410304501640318
"ENSG00000233532","ENSG00000233532",NA,0.391690735197229
"ENSG00000164794","ENSG00000164794",NA,0.127929599459998
"ENSG00000144820","ENSG00000144820",NA,0.402494822657559
"ENSG00000233968","ENSG00000233968",NA,0.38388619049978
"ENSG00000137745","ENSG00000137745",NA,0.268754268601972
"ENSG00000196666","ENSG00000196666",NA,0.38226809688179
"ENSG00000027644","ENSG00000027644",NA,0.258988301271173
"ENSG00000128045","ENSG00000128045",NA,0.387738682790072
"ENSG00000167244","ENSG00000167244",NA,0.412267673525857
"ENSG00000241351","ENSG00000241351",NA,0.481289296498281
"ENSG00000214897","ENSG00000214897",NA,0.37345029041226
"ENSG00000239819","ENSG00000239819",NA,0.373091476281232
"ENSG00000154478","ENSG00000154478",NA,0.237618633265233
"ENSG00000268433","ENSG00000268433",NA,0.361485756274638
"ENSG00000211668","ENSG00000211668",NA,0.364204142165151
"ENSG00000211660","ENSG00000211660",NA,0.325906039939114
"ENSG00000161798","ENSG00000161798",NA,0.272697695493531
"ENSG00000282639","ENSG00000282639",NA,0.377559238818587
"ENSG00000138207","ENSG00000138207",NA,0.260067360017254
"ENSG00000244437","ENSG00000244437",NA,0.406347525539182
"ENSG00000134020","ENSG00000134020",NA,0.1142378553966
"ENSG00000211659","ENSG00000211659",NA,0.349819131836469
"ENSG00000105509","ENSG00000105509",NA,0.386992599586702
"ENSG00000236197","ENSG00000236197",NA,0.415668143905436
"ENSG00000211679","ENSG00000211679",NA,0.330885945914097
"ENSG00000241644","ENSG00000241644",NA,0.251994638258479
"ENSG00000168333","ENSG00000168333",NA,0.293473447280812
"ENSG00000230838","ENSG00000230838",NA,0.38271829274359
"ENSG00000102970","ENSG00000102970",NA,0.399991801730753
"ENSG00000132840","ENSG00000132840",NA,0.0842616013199228
"ENSG00000165072","ENSG00000165072",NA,0.282324419185101
"ENSG00000231317","ENSG00000231317",NA,0.368454387823884
"ENSG00000164707","ENSG00000164707",NA,0.275359550510215
"ENSG00000211673","ENSG00000211673",NA,0.402088402830939
"ENSG00000180613","ENSG00000180613",NA,0.20544231746642
"ENSG00000167434","ENSG00000167434",NA,0.282683849340433
"ENSG00000189320","ENSG00000189320",NA,0.124028080680548
"ENSG00000211898","ENSG00000211898",NA,0.402374276529511
"ENSG00000204542","ENSG00000204542",NA,0.405931596035185
"ENSG00000211653","ENSG00000211653",NA,0.261548869475428
"ENSG00000224184","ENSG00000224184",NA,0.302066749153865
"ENSG00000211669","ENSG00000211669",NA,0.349458985872992
"ENSG00000211650","ENSG00000211650",NA,0.381824024555273
"ENSG00000227234","ENSG00000227234",NA,0.374442192268546
"ENSG00000131203","ENSG00000131203",NA,0.37229415601912
"ENSG00000235207","ENSG00000235207",NA,0.372757742145021
"ENSG00000100362","ENSG00000100362",NA,0.0775923314772877
"ENSG00000211663","ENSG00000211663",NA,0.385835156398081
"ENSG00000170689","ENSG00000170689",NA,0.36567876824889
"ENSG00000155495","ENSG00000155495",NA,0.367129127631294
"ENSG00000115648","ENSG00000115648",NA,0.340619184060127
"ENSG00000168081","ENSG00000168081",NA,0.149629405029205
"ENSG00000211638","ENSG00000211638",NA,0.380597507720944
"ENSG00000188993","ENSG00000188993",NA,0.386390706849846
"ENSG00000211892","ENSG00000211892",NA,0.325573449149311
"ENSG00000123500","ENSG00000123500",NA,0.362590972077671
"ENSG00000247345","ENSG00000247345",NA,0.37643316955033
"ENSG00000211662","ENSG00000211662",NA,0.315123348817648
"ENSG00000006611","ENSG00000006611",NA,0.235820500684876
"ENSG00000211639","ENSG00000211639",NA,0.364731145289706
"ENSG00000211642","ENSG00000211642",NA,0.384458531929583
"ENSG00000243466","ENSG00000243466",NA,0.365954212877838
"ENSG00000211666","ENSG00000211666",NA,0.317292268676638
"ENSG00000140563","ENSG00000140563",NA,0.387651678622749
"ENSG00000106341","ENSG00000106341",NA,0.352048429864245
"ENSG00000248184","ENSG00000248184",NA,0.441534787844479
"ENSG00000110887","ENSG00000110887",NA,0.363398379028491
"ENSG00000123838","ENSG00000123838",NA,0.384721997728993
"ENSG00000178602","ENSG00000178602",NA,0.296573412217957
"ENSG00000175868","ENSG00000175868",NA,0.376729261208739
"ENSG00000197594","ENSG00000197594",NA,0.360485419375682
"ENSG00000169248","ENSG00000169248",NA,0.30347685866969
"ENSG00000183036","ENSG00000183036",NA,0.178970726259773
"ENSG00000047936","ENSG00000047936",NA,0.376571380714869
"ENSG00000177508","ENSG00000177508",NA,0.38341138605157
"ENSG00000006128","ENSG00000006128",NA,0.123782671859348
"ENSG00000122133","ENSG00000122133",NA,0.374905315005649
"ENSG00000211677","ENSG00000211677",NA,0.320866752713608
"ENSG00000211893","ENSG00000211893",NA,0.443256776085221
"ENSG00000211598","ENSG00000211598",NA,0.38446808336512
"ENSG00000226278","ENSG00000226278",NA,0.434618827732772
"ENSG00000239951","ENSG00000239951",NA,0.366551936580119
"ENSG00000249307","ENSG00000249307",NA,0.391934466302378
"ENSG00000196091","ENSG00000196091",NA,0.168298138132719
"ENSG00000197430","ENSG00000197430",NA,0.347945991329023
"ENSG00000170421","ENSG00000170421",NA,0.37146176233866
"ENSG00000239855","ENSG00000239855",NA,0.371663003319288
"ENSG00000131771","ENSG00000131771",NA,0.255186148717013
"ENSG00000156234","ENSG00000156234",NA,0.331884772974956
"ENSG00000137809","ENSG00000137809",NA,0.400863821497728
"ENSG00000188257","ENSG00000188257",NA,0.257911613587751
"ENSG00000171724","ENSG00000171724",NA,0.37890932556472
"ENSG00000165949","ENSG00000165949",NA,0.107419334395441
"ENSG00000213139","ENSG00000213139",NA,0.3337206103483
"ENSG00000132465","ENSG00000132465",NA,0.350219244678529
"ENSG00000138755","ENSG00000138755",NA,0.374259586662534
"ENSG00000173432","ENSG00000173432",NA,0.437836207320134
"ENSG00000141469","ENSG00000141469",NA,0.281521963616018
"ENSG00000170290","ENSG00000170290",NA,0.261893726092712
"ENSG00000129038","ENSG00000129038",NA,0.409965501228468
"ENSG00000211897","ENSG00000211897",NA,0.375136357060218
"ENSG00000114270","ENSG00000114270",NA,0.402283955009047
"ENSG00000169245","ENSG00000169245",NA,0.296106566621317
"ENSG00000101825","ENSG00000101825",NA,0.451492801390566
"ENSG00000175356","ENSG00000175356",NA,0.368610890796603
"ENSG00000166741","ENSG00000166741",NA,0.186816069568438
"ENSG00000211896","ENSG00000211896",NA,0.324319887681904
"ENSG00000175782","ENSG00000175782",NA,0.377778280547675
"ENSG00000137441","ENSG00000137441",NA,0.383564949648709
"ENSG00000211592","ENSG00000211592",NA,0.360953003706865
"ENSG00000111581","ENSG00000111581",NA,0.384574102755616
"ENSG00000132434","ENSG00000132434",NA,0.214607502480789
"ENSG00000135679","ENSG00000135679",NA,0.385378283016321
"ENSG00000132432","ENSG00000132432",NA,0.152269937216512
"ENSG00000163359","ENSG00000163359",NA,0.376679095832475
"ENSG00000130635","ENSG00000130635",NA,0.388502225915345
"ENSG00000240583","ENSG00000240583",NA,0.249001106180613
"ENSG00000108821","ENSG00000108821",NA,0.392405787256079
